Category,Customer ID,Order Date,Order ID,Product ID,Product Name,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,LR-17035,26/09/20,CA-2020-143406,FUR-CH-10000513,High-Back Leather Manager's Chair,Corporate,30/09/20,Standard Class,Shipped Early,Texas,Chairs,30.00%,-$136,5,$455
Technology,RR-19525,15/12/19,CA-2019-150308,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Corporate,20/12/19,Standard Class,Shipped Early,North Carolina,Phones,20.00%,$22,3,$246
Office Supplies,TS-21610,17/09/20,CA-2020-131093,OFF-ST-10002790,Safco Industrial Shelving,Consumer,20/09/20,Second Class,Shipped On Time,Ohio,Storage,20.00%,-$63,5,$295
Office Supplies,AH-10210,13/10/21,US-2021-148831,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Consumer,15/10/21,First Class,Shipped Late,Kentucky,Storage,0.00%,$105,8,$349
Office Supplies,DW-13585,28/06/19,CA-2019-162950,OFF-PA-10003177,Xerox 1999,Corporate,03/07/19,Second Class,Shipped Late,Ohio,Paper,20.00%,$5,3,$16
Furniture,DW-13585,28/06/19,CA-2019-162950,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Corporate,03/07/19,Second Class,Shipped Late,Ohio,Bookcases,50.00%,-$377,6,$483
Technology,AJ-10945,01/06/19,US-2019-132836,TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Consumer,05/06/19,Standard Class,Shipped Early,Michigan,Phones,0.00%,$84,2,$300
Office Supplies,AJ-10945,01/06/19,US-2019-132836,OFF-BI-10004224,Catalog Binders with Expanding Posts,Consumer,05/06/19,Standard Class,Shipped Early,Michigan,Binders,0.00%,$182,6,$404
Technology,AJ-10945,01/06/19,US-2019-132836,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Consumer,05/06/19,Standard Class,Shipped Early,Michigan,Phones,0.00%,$12,2,$42
Office Supplies,AJ-10945,01/06/19,US-2019-132836,OFF-LA-10004178,Avery 491,Consumer,05/06/19,Standard Class,Shipped Early,Michigan,Labels,0.00%,$13,7,$29
Office Supplies,SV-20785,12/04/18,US-2018-158365,OFF-PA-10000289,Xerox 213,Consumer,17/04/18,Standard Class,Shipped Early,Indiana,Paper,0.00%,$16,5,$32
Technology,MG-17650,12/10/21,CA-2021-152933,TEC-PH-10002085,Clarity 53712,Home Office,16/10/21,Standard Class,Shipped Early,Texas,Phones,20.00%,$28,7,$370
Office Supplies,MG-17650,12/10/21,CA-2021-152933,OFF-PA-10001934,Xerox 1993,Home Office,16/10/21,Standard Class,Shipped Early,Texas,Paper,20.00%,$4,2,$10
Technology,MG-17650,12/10/21,CA-2021-152933,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Home Office,16/10/21,Standard Class,Shipped Early,Texas,Accessories,20.00%,$129,3,$792
Office Supplies,AB-10105,07/11/19,CA-2019-163181,OFF-AR-10001683,Lumber Crayons,Consumer,12/11/19,Standard Class,Shipped Early,Texas,Art,20.00%,$5,3,$24
Office Supplies,AB-10105,07/11/19,CA-2019-163181,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Consumer,12/11/19,Standard Class,Shipped Early,Texas,Storage,20.00%,-$17,2,$85
Furniture,AB-10105,07/11/19,CA-2019-163181,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Consumer,12/11/19,Standard Class,Shipped Early,Texas,Furnishings,60.00%,-$84,5,$65
Office Supplies,AB-10105,07/11/19,CA-2019-163181,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Consumer,12/11/19,Standard Class,Shipped Early,Texas,Binders,80.00%,-$51,10,$32
Office Supplies,AB-10105,07/11/19,CA-2019-163181,OFF-ST-10000129,Fellowes Recycled Storage Drawers,Consumer,12/11/19,Standard Class,Shipped Early,Texas,Storage,20.00%,-$29,2,$178
Technology,AB-10105,07/11/19,CA-2019-163181,TEC-MA-10001016,Canon PC170 Desktop Personal Copier,Consumer,12/11/19,Standard Class,Shipped Early,Texas,Machines,40.00%,$34,3,$288
Office Supplies,MM-18280,25/05/19,CA-2019-132941,OFF-SU-10002557,Fiskars Spring-Action Scissors,Corporate,28/05/19,First Class,Shipped Late,Texas,Supplies,20.00%,$2,2,$22
Office Supplies,MM-18280,25/05/19,CA-2019-132941,OFF-PA-10002160,Xerox 1978,Corporate,28/05/19,First Class,Shipped Late,Texas,Paper,20.00%,$12,7,$32
Technology,MM-18280,25/05/19,CA-2019-132941,TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,Corporate,28/05/19,First Class,Shipped Late,Texas,Accessories,20.00%,$36,2,$208
Office Supplies,MA-17995,13/10/18,CA-2018-132010,OFF-EN-10003160,Pastel Pink Envelopes,Home Office,15/10/18,First Class,Shipped Late,Virginia,Envelopes,0.00%,$17,5,$36
Technology,MA-17995,13/10/18,CA-2018-132010,TEC-AC-10001542,SanDisk Cruzer 16 GB USB Flash Drive,Home Office,15/10/18,First Class,Shipped Late,Virginia,Accessories,0.00%,$4,2,$23
Office Supplies,MA-17995,13/10/18,CA-2018-132010,OFF-ST-10003641,Space Solutions Industrial Galvanized Steel Shelving.,Home Office,15/10/18,First Class,Shipped Late,Virginia,Storage,0.00%,$6,4,$315
Office Supplies,MA-17995,13/10/18,CA-2018-132010,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Home Office,15/10/18,First Class,Shipped Late,Virginia,Binders,0.00%,$7,3,$15
Technology,EB-13975,07/02/20,CA-2020-135461,TEC-PH-10004094,Motorola L703CM,Corporate,10/02/20,Second Class,Shipped On Time,California,Phones,20.00%,$39,5,$624
Technology,NS-18505,19/01/21,CA-2021-153045,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Consumer,24/01/21,Second Class,Shipped Late,Pennsylvania,Phones,40.00%,-$93,2,$430
Furniture,NS-18505,19/01/21,CA-2021-153045,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Consumer,24/01/21,Second Class,Shipped Late,Pennsylvania,Furnishings,20.00%,$6,2,$32
Furniture,NS-18505,19/01/21,CA-2021-153045,FUR-CH-10000309,Global Comet Stacking Arm Chair,Consumer,24/01/21,Second Class,Shipped Late,Pennsylvania,Chairs,30.00%,-$63,3,$887
Office Supplies,NS-18505,19/01/21,CA-2021-153045,OFF-PA-10003673,Strathmore Photo Mount Cards,Consumer,24/01/21,Second Class,Shipped Late,Pennsylvania,Paper,20.00%,$7,4,$22
Office Supplies,RB-19795,06/06/20,US-2020-155971,OFF-LA-10000452,Avery 488,Home Office,12/06/20,Standard Class,Shipped On Time,California,Labels,0.00%,$11,7,$22
Office Supplies,RB-19795,06/06/20,US-2020-155971,OFF-PA-10000210,Xerox Blank Computer Paper,Home Office,12/06/20,Standard Class,Shipped On Time,California,Paper,0.00%,$47,5,$100
Office Supplies,JK-15325,18/03/21,CA-2021-122007,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Corporate,20/03/21,Second Class,Shipped Early,California,Appliances,0.00%,$26,7,$91
Office Supplies,PR-18880,24/11/21,CA-2021-162250,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Consumer,24/11/21,Same Day,Shipped On Time,California,Paper,0.00%,$4,1,$8
Office Supplies,EH-13945,26/11/20,US-2020-158288,OFF-BI-10003364,Binding Machine Supplies,Consumer,28/11/20,Second Class,Shipped Early,Pennsylvania,Binders,70.00%,-$58,9,$79
Furniture,MA-17560,18/08/20,CA-2020-128916,FUR-FU-10001940,Staple-based wall hangings,Home Office,20/08/20,Second Class,Shipped Early,Texas,Furnishings,60.00%,-$4,3,$10
Furniture,MA-17560,18/08/20,CA-2020-128916,FUR-FU-10000320,OIC Stacking Trays,Home Office,20/08/20,Second Class,Shipped Early,Texas,Furnishings,60.00%,-$2,4,$5
Office Supplies,MA-17995,28/11/19,CA-2019-157028,OFF-AR-10004441,BIC Brite Liner Highlighters,Home Office,03/12/19,Standard Class,Shipped Early,New Mexico,Art,0.00%,$3,2,$8
Office Supplies,JL-15505,25/05/21,CA-2021-112473,OFF-ST-10002182,"Iris 3-Drawer Stacking Bin, Black",Consumer,01/06/21,Standard Class,Shipped Late,Texas,Storage,20.00%,-$11,3,$50
Office Supplies,AS-10045,04/09/21,US-2021-147655,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Corporate,05/09/21,First Class,Shipped On Time,Oregon,Binders,70.00%,-$59,7,$88
Furniture,DC-12850,24/03/20,CA-2020-130911,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Consumer,26/03/20,Second Class,Shipped Early,Ohio,Bookcases,50.00%,-$241,3,$301
Office Supplies,DC-12850,24/03/20,CA-2020-130911,OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Consumer,26/03/20,Second Class,Shipped Early,Ohio,Art,20.00%,$2,2,$19
Furniture,MD-17860,28/05/21,CA-2021-100055,FUR-FU-10001473,DAX Wood Document Frame,Corporate,01/06/21,Standard Class,Shipped Early,Maryland,Furnishings,0.00%,$10,2,$27
Office Supplies,MD-17860,28/05/21,CA-2021-100055,OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Corporate,01/06/21,Standard Class,Shipped Early,Maryland,Appliances,0.00%,$36,3,$125
Technology,RH-19510,31/08/19,CA-2019-157805,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Home Office,04/09/19,Standard Class,Shipped Early,California,Phones,20.00%,$42,5,$556
Office Supplies,TB-21175,12/04/20,CA-2020-124254,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Corporate,17/04/20,Standard Class,Shipped Early,North Carolina,Storage,20.00%,-$23,3,$130
Office Supplies,TB-21175,12/04/20,CA-2020-124254,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Corporate,17/04/20,Standard Class,Shipped Early,North Carolina,Storage,20.00%,-$5,1,$52
Office Supplies,TB-21175,12/04/20,CA-2020-124254,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Corporate,17/04/20,Standard Class,Shipped Early,North Carolina,Paper,20.00%,$3,3,$10
Office Supplies,EB-13930,02/02/18,CA-2018-123400,OFF-BI-10000666,Surelock Post Binders,Consumer,09/02/18,Standard Class,Shipped Late,Florida,Binders,70.00%,-$12,2,$18
Technology,EB-13930,02/02/18,CA-2018-123400,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Consumer,09/02/18,Standard Class,Shipped Late,Florida,Phones,20.00%,$14,5,$181
Technology,BM-11785,02/09/18,CA-2018-106971,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Consumer,08/09/18,Standard Class,Shipped On Time,Illinois,Accessories,20.00%,$95,7,$476
Technology,BT-11530,30/09/21,CA-2021-123029,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Home Office,02/10/21,Second Class,Shipped Early,California,Accessories,0.00%,$48,2,$160
Technology,FW-14395,05/09/20,CA-2020-139409,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Corporate,07/09/20,First Class,Shipped Late,New York,Phones,0.00%,$12,4,$44
Office Supplies,RD-19480,20/05/21,US-2021-166688,OFF-BI-10004040,Wilson Jones Impact Binders,Consumer,26/05/21,Standard Class,Shipped On Time,Nevada,Binders,20.00%,$3,2,$8
Technology,RD-19480,20/05/21,US-2021-166688,TEC-PH-10004094,Motorola L703CM,Consumer,26/05/21,Standard Class,Shipped On Time,Nevada,Phones,20.00%,$70,9,"$1,123"
Office Supplies,RD-19480,20/05/21,US-2021-166688,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Consumer,26/05/21,Standard Class,Shipped On Time,Nevada,Appliances,0.00%,$19,5,$65
Office Supplies,TP-21130,20/09/19,CA-2019-126970,OFF-BI-10000138,Acco Translucent Poly Ring Binders,Consumer,24/09/19,Standard Class,Shipped Early,Illinois,Binders,80.00%,-$4,3,$3
Technology,CB-12535,23/01/20,US-2020-165505,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Corporate,27/01/20,Standard Class,Shipped Early,Vermont,Accessories,0.00%,$43,2,$100
Office Supplies,CB-12535,23/01/20,US-2020-165505,OFF-AR-10003477,4009 Highlighters,Corporate,27/01/20,Standard Class,Shipped Early,Vermont,Art,0.00%,$3,6,$8
Office Supplies,CB-12535,23/01/20,US-2020-165505,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Corporate,27/01/20,Standard Class,Shipped Early,Vermont,Storage,0.00%,$407,13,"$1,564"
Office Supplies,QJ-19255,01/06/18,US-2018-157070,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Corporate,06/06/18,Standard Class,Shipped Early,Michigan,Binders,0.00%,$67,4,$139
Office Supplies,QJ-19255,01/06/18,US-2018-157070,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Corporate,06/06/18,Standard Class,Shipped Early,Michigan,Appliances,10.00%,$12,5,$66
Office Supplies,KM-16720,24/09/19,US-2019-106873,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Consumer,29/09/19,Second Class,Shipped Late,Arizona,Art,20.00%,$2,2,$15
Technology,KM-16720,24/09/19,US-2019-106873,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Consumer,29/09/19,Second Class,Shipped Late,Arizona,Accessories,20.00%,$1,2,$23
Office Supplies,KM-16720,24/09/19,US-2019-106873,OFF-AR-10001246,Newell 317,Consumer,29/09/19,Second Class,Shipped Late,Arizona,Art,20.00%,$2,7,$16
Furniture,KM-16660,01/08/20,CA-2020-132990,FUR-FU-10004864,Eldon 500 Class Desk Accessories,Consumer,03/08/20,Second Class,Shipped Early,Pennsylvania,Furnishings,20.00%,$3,2,$19
Office Supplies,IM-15055,23/01/18,CA-2018-102645,OFF-PA-10001804,Xerox 195,Consumer,28/01/18,Standard Class,Shipped Early,Nevada,Paper,0.00%,$19,6,$40
Office Supplies,ML-17395,04/08/18,CA-2018-134215,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Corporate,08/08/18,Standard Class,Shipped Early,Maine,Appliances,0.00%,$28,2,$102
Office Supplies,ML-17395,04/08/18,CA-2018-134215,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,Corporate,08/08/18,Standard Class,Shipped Early,Maine,Paper,0.00%,$125,13,$260
Technology,ML-17395,04/08/18,CA-2018-134215,TEC-AC-10002473,Maxell 4.7GB DVD-R,Corporate,08/08/18,Standard Class,Shipped Early,Maine,Accessories,0.00%,$105,9,$255
Office Supplies,GH-14410,09/08/20,CA-2020-118934,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Home Office,14/08/20,Standard Class,Shipped Early,Tennessee,Binders,70.00%,-$3,3,$4
Office Supplies,GH-14410,09/08/20,CA-2020-118934,OFF-BI-10004465,Avery Durable Slant Ring Binders,Home Office,14/08/20,Standard Class,Shipped Early,Tennessee,Binders,70.00%,-$8,5,$12
Furniture,AG-10900,08/12/20,CA-2020-160108,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Consumer,12/12/20,Standard Class,Shipped Early,Wisconsin,Bookcases,0.00%,$32,7,$406
Furniture,AG-10900,08/12/20,CA-2020-160108,FUR-CH-10002335,Hon GuestStacker Chair,Consumer,12/12/20,Standard Class,Shipped Early,Wisconsin,Chairs,0.00%,$177,3,$680
Technology,MG-17695,08/06/19,CA-2019-164007,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,Consumer,12/06/19,Standard Class,Shipped Early,Illinois,Accessories,20.00%,$1,3,$2
Office Supplies,MG-17695,08/06/19,CA-2019-164007,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Consumer,12/06/19,Standard Class,Shipped Early,Illinois,Appliances,80.00%,-$394,2,$143
Technology,MJ-17740,24/06/20,CA-2020-100300,TEC-MA-10000984,Okidata MB760 Printer,Consumer,26/06/20,Second Class,Shipped Early,California,Machines,20.00%,$504,4,"$4,477"
Office Supplies,MJ-17740,24/06/20,CA-2020-100300,OFF-PA-10000418,Xerox 189,Consumer,26/06/20,Second Class,Shipped Early,California,Paper,0.00%,$50,1,$105
Office Supplies,MJ-17740,24/06/20,CA-2020-100300,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Consumer,26/06/20,Second Class,Shipped Early,California,Appliances,0.00%,$72,3,$241
Office Supplies,SJ-20125,15/03/20,CA-2020-140571,OFF-PA-10001954,Xerox 1964,Home Office,19/03/20,Standard Class,Shipped Early,Mississippi,Paper,0.00%,$147,14,$320
Office Supplies,SJ-20125,15/03/20,CA-2020-140571,OFF-PA-10001954,Xerox 1964,Home Office,19/03/20,Standard Class,Shipped Early,Mississippi,Paper,0.00%,$21,2,$46
Furniture,LB-16795,01/12/20,US-2020-155768,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Home Office,01/12/20,Same Day,Shipped On Time,California,Furnishings,0.00%,$2,2,$32
Office Supplies,LB-16795,01/12/20,US-2020-155768,OFF-PA-10001357,Xerox 1886,Home Office,01/12/20,Same Day,Shipped On Time,California,Paper,0.00%,$23,1,$48
Office Supplies,LB-16795,01/12/20,US-2020-155768,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Home Office,01/12/20,Same Day,Shipped On Time,California,Storage,0.00%,$223,3,"$1,113"
Office Supplies,LB-16795,01/12/20,US-2020-155768,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Home Office,01/12/20,Same Day,Shipped On Time,California,Envelopes,0.00%,$11,3,$23
Technology,SB-20185,12/06/21,CA-2021-119424,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Consumer,14/06/21,Second Class,Shipped Early,Washington,Phones,20.00%,$9,3,$72
Office Supplies,SB-20185,12/06/21,CA-2021-119424,OFF-PA-10001639,Xerox 203,Consumer,14/06/21,Second Class,Shipped Early,Washington,Paper,0.00%,$9,3,$19
Office Supplies,CC-12610,19/03/20,CA-2020-118178,OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Corporate,24/03/20,Standard Class,Shipped Early,Tennessee,Binders,70.00%,-$21,3,$31
Technology,DP-13000,14/11/20,CA-2020-166618,TEC-PH-10003356,"SmartStand Mobile Device Holder, Assorted Colors",Consumer,18/11/20,Standard Class,Shipped Early,New York,Phones,0.00%,$4,2,$14
Office Supplies,DP-13000,14/11/20,CA-2020-166618,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Consumer,18/11/20,Standard Class,Shipped Early,New York,Art,0.00%,$6,1,$24
Technology,JL-15505,07/08/21,CA-2021-156776,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,Consumer,11/08/21,Standard Class,Shipped Early,California,Phones,20.00%,$44,3,$708
Office Supplies,JL-15505,07/08/21,CA-2021-156776,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Consumer,11/08/21,Standard Class,Shipped Early,California,Binders,20.00%,$4,3,$12
Office Supplies,JL-15505,07/08/21,CA-2021-156776,OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Consumer,11/08/21,Standard Class,Shipped Early,California,Binders,20.00%,$12,3,$31
Technology,JL-15505,07/08/21,CA-2021-156776,TEC-AC-10004803,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Consumer,11/08/21,Standard Class,Shipped Early,California,Accessories,0.00%,$8,4,$56
Office Supplies,JL-15505,07/08/21,CA-2021-156776,OFF-PA-10001970,Xerox 1881,Consumer,11/08/21,Standard Class,Shipped Early,California,Paper,0.00%,$12,2,$25
Furniture,JL-15505,07/08/21,CA-2021-156776,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Consumer,11/08/21,Standard Class,Shipped Early,California,Furnishings,0.00%,$16,1,$52
Furniture,JL-15505,07/08/21,CA-2021-156776,FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Consumer,11/08/21,Standard Class,Shipped Early,California,Chairs,20.00%,$26,1,$207
Office Supplies,JL-15505,07/08/21,CA-2021-156776,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,Consumer,11/08/21,Standard Class,Shipped Early,California,Appliances,0.00%,$412,5,"$1,473"
Office Supplies,SM-20320,21/08/19,US-2019-130512,OFF-SU-10001935,Staple remover,Home Office,25/08/19,Standard Class,Shipped Early,Pennsylvania,Supplies,20.00%,-$1,2,$3
Technology,SM-20320,21/08/19,US-2019-130512,TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Home Office,25/08/19,Standard Class,Shipped Early,Pennsylvania,Accessories,20.00%,$4,4,$22
Office Supplies,SM-20320,21/08/19,US-2019-130512,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Home Office,25/08/19,Standard Class,Shipped Early,Pennsylvania,Storage,20.00%,-$166,6,$663
Office Supplies,SM-20320,21/08/19,US-2019-130512,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Home Office,25/08/19,Standard Class,Shipped Early,Pennsylvania,Binders,70.00%,-$83,2,$100
Office Supplies,SM-20320,21/08/19,US-2019-130512,OFF-PA-10003625,Xerox 1979,Home Office,25/08/19,Standard Class,Shipped Early,Pennsylvania,Paper,20.00%,$15,2,$50
Office Supplies,BB-10990,02/11/19,CA-2019-141810,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Corporate,07/11/19,Standard Class,Shipped Early,Texas,Binders,80.00%,-$47,7,$29
Technology,BB-10990,02/11/19,CA-2019-141810,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,Corporate,07/11/19,Standard Class,Shipped Early,Texas,Phones,20.00%,$39,2,$345
Office Supplies,PB-19150,30/11/18,CA-2018-146843,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Consumer,06/12/18,Standard Class,Shipped On Time,Arizona,Supplies,20.00%,$4,7,$48
Technology,PB-19150,30/11/18,CA-2018-146843,TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Consumer,06/12/18,Standard Class,Shipped On Time,Arizona,Accessories,20.00%,-$17,4,$102
Office Supplies,GM-14680,10/05/18,CA-2018-103310,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,Consumer,15/05/18,Standard Class,Shipped Early,California,Paper,0.00%,$19,2,$40
Technology,GM-14680,10/05/18,CA-2018-103310,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Consumer,15/05/18,Standard Class,Shipped Early,California,Phones,20.00%,$125,5,"$1,432"
Office Supplies,GM-14680,10/05/18,CA-2018-103310,OFF-SU-10004737,Acme Design Stainless Steel Bent Scissors,Consumer,15/05/18,Standard Class,Shipped Early,California,Supplies,0.00%,$11,6,$41
Furniture,GM-14680,10/05/18,CA-2018-103310,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Consumer,15/05/18,Standard Class,Shipped Early,California,Chairs,20.00%,$32,1,$257
Furniture,NR-18550,17/10/20,CA-2020-152688,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Consumer,20/10/20,First Class,Shipped Late,New Jersey,Bookcases,0.00%,$12,1,$121
Office Supplies,NR-18550,17/10/20,CA-2020-152688,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Consumer,20/10/20,First Class,Shipped Late,New Jersey,Binders,0.00%,$149,1,$316
Office Supplies,EH-13765,30/10/20,CA-2020-153836,OFF-BI-10004817,GBC Personal VeloBind Strips,Corporate,03/11/20,Standard Class,Shipped Early,New York,Binders,20.00%,$10,3,$29
Office Supplies,EH-13765,30/10/20,CA-2020-153836,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Corporate,03/11/20,Standard Class,Shipped Early,New York,Art,0.00%,$32,5,$115
Office Supplies,FH-14365,01/12/20,CA-2020-104689,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Corporate,05/12/20,Standard Class,Shipped Early,California,Art,0.00%,$7,8,$23
Office Supplies,BT-11680,21/04/20,CA-2020-146423,OFF-AR-10004817,Colorific Watercolor Pencils,Consumer,21/04/20,Same Day,Shipped On Time,Connecticut,Art,0.00%,$4,3,$15
Office Supplies,BT-11680,21/04/20,CA-2020-146423,OFF-PA-10003797,Xerox 209,Consumer,21/04/20,Same Day,Shipped On Time,Connecticut,Paper,0.00%,$25,8,$52
Technology,AB-10105,03/08/21,CA-2021-140781,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Consumer,07/08/21,Standard Class,Shipped Early,Illinois,Accessories,20.00%,$7,3,$40
Office Supplies,SC-20230,03/08/21,CA-2021-141747,OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Corporate,08/08/21,Second Class,Shipped Late,Washington,Storage,0.00%,$4,1,$16
Office Supplies,RS-19870,11/12/21,CA-2021-142776,OFF-EN-10003160,Pastel Pink Envelopes,Home Office,14/12/21,Second Class,Shipped On Time,Iowa,Envelopes,0.00%,$3,1,$7
Office Supplies,RS-19870,11/12/21,CA-2021-142776,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Home Office,14/12/21,Second Class,Shipped On Time,Iowa,Binders,0.00%,$3,3,$5
Office Supplies,AI-10855,14/03/19,CA-2019-167479,OFF-PA-10002105,Xerox 223,Consumer,19/03/19,Standard Class,Shipped Early,California,Paper,0.00%,$9,3,$19
Furniture,DJ-13420,08/12/18,CA-2018-144071,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Corporate,15/12/18,Standard Class,Shipped Late,California,Furnishings,0.00%,$11,2,$40
Furniture,DJ-13420,08/12/18,CA-2018-144071,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Corporate,15/12/18,Standard Class,Shipped Late,California,Furnishings,0.00%,$29,3,$79
Office Supplies,BF-10975,30/09/21,US-2021-120908,OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Corporate,02/10/21,First Class,Shipped Late,Pennsylvania,Labels,20.00%,$7,7,$21
Office Supplies,TH-21235,21/11/20,CA-2020-152646,OFF-PA-10004451,Xerox 222,Corporate,26/11/20,Standard Class,Shipped Early,California,Paper,0.00%,$16,5,$32
Office Supplies,JG-15310,24/11/21,CA-2021-103765,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Corporate,30/11/21,Standard Class,Shipped On Time,Texas,Appliances,80.00%,-$25,1,$14
Office Supplies,AW-10930,14/11/21,US-2021-118157,OFF-EN-10004459,Security-Tint Envelopes,Home Office,17/11/21,First Class,Shipped Late,Minnesota,Envelopes,0.00%,$7,2,$15
Office Supplies,JW-15955,16/08/19,US-2019-164238,OFF-ST-10002352,Iris Project Case,Consumer,20/08/19,Standard Class,Shipped Early,Pennsylvania,Storage,20.00%,$3,7,$45
Furniture,JW-15955,16/08/19,US-2019-164238,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Consumer,20/08/19,Standard Class,Shipped Early,Pennsylvania,Bookcases,50.00%,-$205,3,$301
